parameter_name,Embryo Size
analysis_id,zyw8kxz5630oldh
mouse_life_stage,Early adult
pvalue,0.8838437
gene_accession_id,MGI:2385884
parameter_id,IMPC_GEL_032_001
mouse_strain,129SV
gene_symbol,Ddx27
