gene_symbol,Mapkap1
mouse_life_stage,E15.5
parameter_name,Resting CD4- NKT cells - % of CD45+
analysis_id,7q4k9eje72h3f3c
parameter_id,MGP_IMM_093_001
gene_accession_id,MGI:2444554
pvalue,0.5295214
mouse_strain,C56BL
