gene_symbol,Bmi1
gene_accession_id,MGI:88174
parameter_id,IMPC_OFD_018_001
pvalue,0.2048883
analysis_id,3l649t7587xex02
mouse_life_stage,E12.5
parameter_name,Latency to center entry
mouse_strain,C57BL
