parameter_id,IMPC_XRY_066_001
analysis_id,07c00g92mogf4n8
gene_accession_id,MGI:95457
parameter_name,Sacral processes
mouse_strain,C57BL
mouse_life_stage,E12.5
pvalue,0.637296
gene_symbol,Mecom
