mouse_life_stage,Early adult
analysis_id,o82l3nk835e5ack
pvalue,0.4619551
gene_accession_id,MGI:2448481
mouse_strain,C57BL
parameter_id,MGP_IMM_028_001
gene_symbol,Mgst2
parameter_name,KLRG1+ CD4- NKT cells - % of CD4- NKT cells
