mouse_life_stage,Early adult
parameter_id,M-G-P_005_001_004
gene_symbol,Maco1
mouse_strain,C57BL
gene_accession_id,MGI:1913396
pvalue,0.2825448
analysis_id,p54ne5u2tqw4s6f
parameter_name,Bone Mineral Density (excluding skull)
