gene_symbol,Bmi1
parameter_id,MGP_MLN_033_001
mouse_life_stage,E12.5
parameter_name,Resting NK cells - % of NK cells
mouse_strain,C57BL
pvalue,0.3894243
analysis_id,zz849361n4q0kqz
gene_accession_id,MGI:88174
