parameter_name,BMC/Body weight
analysis_id,3w68tr4b75q6244
gene_accession_id,MGI:2446186
mouse_strain,C57BL
parameter_id,IMPC_DXA_007_001
mouse_life_stage,Early adult
pvalue,0.9850998
gene_symbol,Lpgat1
