mouse_life_stage,Late adult
gene_accession_id,MGI:2446186
analysis_id,436aut7c8268f7z
mouse_strain,C57BL
parameter_name,Heart looping
gene_symbol,Lpgat1
pvalue,0.3917195
parameter_id,IMPC_GEL_057_001
