gene_symbol,Ap5s1
pvalue,0.635605
gene_accession_id,MGI:1916846
analysis_id,326uvi63gi976no
parameter_name,% Pre-pulse inhibition - PPI1
parameter_id,IMPC_ACS_033_001
mouse_life_stage,Early adult
mouse_strain,C57BL
