parameter_id,MGP_CSD_025_001
pvalue,0.184361
gene_symbol,Dmap1
analysis_id,19txes2wl1c2836
mouse_life_stage,Early adult
parameter_name,Ventral coat/hair presence
gene_accession_id,MGI:1913483
mouse_strain,C57BL
