mouse_strain,C57BL
gene_accession_id,MGI:1332236
pvalue,0.8070957
gene_symbol,Cds2
parameter_id,M-G-P_007_001_008
parameter_name,Periphery - Permanence Time
analysis_id,eu3bnp8aag2217g
mouse_life_stage,Early adult
