gene_symbol,AU040320
parameter_id,IMPC_DXA_004_001
gene_accession_id,MGI:2140475
pvalue,0.1534557
analysis_id,31041899h361qyd
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_name,Bone Mineral Density (excluding skull)
