gene_symbol,Mecom
mouse_strain,C57BL
gene_accession_id,MGI:95457
parameter_name,CD8 CD44-CD62L+ T cells
parameter_id,IMPC_IMM_034_001
mouse_life_stage,E15.5
pvalue,0.6019686
analysis_id,i937g4v4zx23r5v
