gene_symbol,Zmynd19
analysis_id,er379t60515g9i5
pvalue,0.748892
gene_accession_id,MGI:1914437
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_036_001
mouse_strain,C57BL
parameter_name,Eosinophil cell count
