parameter_name,Periphery average speed
mouse_strain,C57BL
gene_symbol,Psd4
parameter_id,JAX_OFD_013_001
mouse_life_stage,Early adult
analysis_id,n3p95078w50u41a
gene_accession_id,MGI:2674093
pvalue,0.3469534
