parameter_id,IMPC_IMM_052_001
pvalue,0.8483401
analysis_id,b79493199134ub8
parameter_name,Eosinophils
mouse_life_stage,Early adult
gene_symbol,Ppm1j
gene_accession_id,MGI:1919137
mouse_strain,C57BL
