parameter_id,IMPC_HEM_019_001
gene_symbol,Slc30a4
analysis_id,0cm0394vt29je0x
parameter_name,Mean platelet volume
mouse_life_stage,Early adult
pvalue,0.4602672
gene_accession_id,MGI:1345282
mouse_strain,C57BL
