parameter_id,JAX_SLW_014_001
analysis_id,x7q7874qz0txx5r
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1338032
pvalue,0.9331587
gene_symbol,Sema6c
parameter_name,Breath rate during sleep standard deviation
