parameter_id,IMPC_ACS_037_001
analysis_id,67f4x4e75b8l6j4
mouse_life_stage,Late adult
gene_symbol,AU040320
parameter_name,% Pre-pulse inhibition - Global
pvalue,0.7776897
gene_accession_id,MGI:2140475
mouse_strain,C57BL
