gene_symbol,Tiprl
parameter_id,IMPC_CBC_009_001
pvalue,0.5399353
analysis_id,c36r92n71b9fd67
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1915087
parameter_name,Calcium
