mouse_strain,C57BL
parameter_id,JAX_LDT_005_001
gene_accession_id,MGI:108072
gene_symbol,Traf6
parameter_name,Time mobile dark side
analysis_id,h8v87799cc28q4o
pvalue,0.4065887
mouse_life_stage,Early adult
