parameter_id,JAXLA_CSD_023_001
mouse_life_stage,Early adult
analysis_id,w613213d10djt0j
gene_accession_id,MGI:1923959
mouse_strain,C57BL
gene_symbol,Arpc2
parameter_name,Vibrissae - presence
pvalue,0.8833494
