gene_symbol,Galnt13
mouse_life_stage,Middle aged adult
parameter_name,CD4+ CD44+ CD62L- alpha beta effector T cell percentage
mouse_strain,C57BL
parameter_id,MGP_PBI_009_001
gene_accession_id,MGI:2139447
analysis_id,4ujw3h9rjh4733r
pvalue,0.9764212
