gene_symbol,Rab17
mouse_life_stage,Early adult
parameter_name,Periphery average speed
gene_accession_id,MGI:104640
mouse_strain,C57BL
pvalue,0.6197446
parameter_id,ESLIM_007_001_009
analysis_id,8994s0x75s6fut6
