Parameter_id,IMPC_IMM_065_001
Analysis_id,0zn0lky8k4oeg18
parameter_name,B2B Cells
pvalue,0.8075098
gene_symbol,Cd52
Gene_accession_id,MGI:1346088
Mouse_life_stage,Early adult
Mouse_strain,C57BL
