gene_symbol,Dcaf12
parameter_name,Periphery - Permanence Time
parameter_id,M-G-P_007_001_008
pvalue,0.09429798
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,08b4541pm8g5i4n
gene_accession_id,MGI:1916220
