gene_symbol,Col6a3
pvalue,0.2687865
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Anophthalmia
parameter_id,IMPC_GEO_048_002
gene_accession_id,MGI:88461
analysis_id,g256p3d0k5d6254
