parameter_id,IMPC_IMM_013_001
analysis_id,q8ym7b024628cf1
mouse_strain,C54BL
parameter_name,DN NKT cells
pvalue,0.3857317
gene_accession_id,MGI:1931322
mouse_life_stage,Early adult
gene_symbol,Car13
