gene_symbol,Secisbp2l
analysis_id,3v2eqz09882n52s
parameter_id,HRWLLA_FEA_015_001
mouse_strain,C57BL
gene_accession_id,MGI:1917604
mouse_life_stage,Early adult
parameter_name,Cue Baseline % Freezing Time
pvalue,0.3352058
