parameter_id,JAXLA_CSD_021_001
gene_accession_id,MGI:1915033
pvalue,0.1860293
analysis_id,970xp1812x22ugm
gene_symbol,Ahctf1
mouse_life_stage,Early adult
parameter_name,Hindlimbs - shape
mouse_strain,C57BL
