gene_symbol,Col11a1
pvalue,0
mouse_strain,C51BL
gene_accession_id,MGI:88446
analysis_id,z4493538f11h37e
parameter_id,IMPC_GEP_076_001
parameter_name,Cleft palate
mouse_life_stage,E18.5
