parameter_id,MGP_CSD_064_001
pvalue,0.4509375
parameter_name,Head morphology
mouse_life_stage,Early adult
gene_symbol,Gfi1b
mouse_strain,C57BL
analysis_id,st293771e3n57o7
gene_accession_id,MGI:1276578
