gene_symbol,Dcaf12
analysis_id,639x703b72h9336
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.3510622
gene_accession_id,MGI:1916220
parameter_name,Corneal vascularization
parameter_id,IMPC_EYE_009_001
