gene_symbol,Hpca
pvalue,0.7915714
parameter_name,Bone Area
gene_accession_id,MGI:1336200
mouse_strain,C57BL
parameter_id,IMPC_DXA_010_001
mouse_life_stage,Early adult
analysis_id,3j93wc408378d1v
