parameter_id,IMPC_ACS_033_001
gene_accession_id,MGI:2385884
analysis_id,657cuqks8kw7lsb
parameter_name,% Pre-pulse inhibition - PPI1
pvalue,0.517299
gene_symbol,Ddx27
mouse_strain,C57BL
mouse_life_stage,Early adult
