mouse_life_stage,Late adult
parameter_id,MGP_IMM_073_001
analysis_id,o0hz80s68d7699h
parameter_name,Effector CD4+ T helper cells - % of CD45+
gene_symbol,Snap23
mouse_strain,C57BL
pvalue,0.2114827
gene_accession_id,MGI:109356
