parameter_id,IMPC_GRS_011_001
pvalue,0.579134
mouse_life_stage,Early adult
gene_symbol,Ap5s1
analysis_id,dtftg3mfn9008kz
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
mouse_strain,C57BL
gene_accession_id,MGI:1916846
