gene_symbol,AU040320
mouse_life_stage,Early adult
parameter_name,cDCs CD11b Type
analysis_id,79pe5ioc8csod71
mouse_strain,C57BL
gene_accession_id,MGI:2140475
parameter_id,IMPC_IMM_073_001
pvalue,0.2479667
