gene_symbol,Tnfsf10
mouse_life_stage,Early adult
analysis_id,4zg6845439cl0r0
mouse_strain,C57BL
parameter_id,HMGULA_CBC_017_001
pvalue,0.5418409
parameter_name,Triglycerides
gene_accession_id,MGI:107414
