gene_symbol,Ubxn11
mouse_life_stage,Early adult
gene_accession_id,MGI:1914836
pvalue,0.3364466
mouse_strain,C57BL
analysis_id,m2puo8vq5s7uo5x
parameter_name,Neutrophil cell count
parameter_id,IMPC_HEM_030_001
