gene_symbol,Dmap1
mouse_life_stage,Early adult
gene_accession_id,MGI:1913483
mouse_strain,C57BL
parameter_id,IMPC_ECG_028_001
parameter_name,QT
pvalue,0.4290439
analysis_id,n647wkxe0j9s2k1
