parameter_id,IMPC_CSD_051_002
mouse_strain,C57BL
analysis_id,54jt39837pm4gd2
mouse_life_stage,Early adult
parameter_name,Hindlimb nail - number
gene_accession_id,MGI:1915033
pvalue,0.6202757
gene_symbol,Ahctf1
