gene_symbol,Wars2
parameter_id,MGP_IMM_007_001
mouse_life_stage,Early adult
pvalue,0.2621907
mouse_strain,C57BL
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
gene_accession_id,MGI:1917810
analysis_id,drh41h8x291jfkx
