parameter_name,Red blood cell count
parameter_id,ESLIM_016_001_002
pvalue,0.6445087
gene_symbol,Mov10
analysis_id,3cf8elzkx73t063
gene_accession_id,MGI:97054
mouse_strain,C57BL
mouse_life_stage,Early adult
