gene_symbol,Wars2
analysis_id,r971k0j581q0o59
mouse_strain,C57BL
pvalue,0.09333924
mouse_life_stage,E9.5
gene_accession_id,MGI:1917810
parameter_id,JAX_OFD_012_001
parameter_name,Periphery permanence time
