gene_symbol,Bach2
analysis_id,2kg6f5y82ki95e1
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.5216162
gene_accession_id,MGI:894679
parameter_id,IMPC_CSD_029_001
parameter_name,Activity (body position)
