mouse_strain,129SV
pvalue,0.4329559
parameter_name,% Freezing duration pre-cue-2
analysis_id,4yge7p506ywu3z3
mouse_life_stage,Early adult
gene_symbol,Ninl
gene_accession_id,MGI:1925427
parameter_id,ICS_FEA_019_001
