parameter_id,IMPC_ABR_010_001
analysis_id,587ee780a6d983f
pvalue,0.4668466
mouse_life_stage,Early adult
parameter_name,24kHz-evoked ABR Threshold
gene_accession_id,MGI:1918025
gene_symbol,Zmynd8
mouse_strain,129SV
