mouse_strain,129SV
gene_symbol,Inpp1
gene_accession_id,MGI:104848
parameter_id,ESLIM_011_001_010
analysis_id,4qf68r963x39947
pvalue,0.4025549
parameter_name,PP4 + pulse startle magnitude
mouse_life_stage,Early adult
