mouse_strain,129SV
gene_symbol,Bpifa3
mouse_life_stage,Early adult
gene_accession_id,MGI:1920638
analysis_id,b851i4we05p72x3
parameter_name,KLRG1+ Treg cells - % of CD45+
pvalue,0.6590066
parameter_id,MGP_MLN_072_001
