mouse_strain,C57BL
pvalue,0.7075027
analysis_id,172l49i0139p90z
gene_accession_id,MGI:1914944
parameter_id,ESLIM_016_001_005
mouse_life_stage,Early adult
gene_symbol,Ift74
parameter_name,Mean cell volume
