parameter_name,Eye
gene_symbol,Lamb3
mouse_strain,C57BL
parameter_id,IMPC_EYE_001_001
mouse_life_stage,Early adult
analysis_id,g0iz05yl55y1k9z
gene_accession_id,MGI:99915
pvalue,0.9643538
