gene_symbol,Ints7
analysis_id,45eb1y2y5gucu4r
gene_accession_id,MGI:1924315
pvalue,0.6414104
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_id,IMPC_CSD_016_001
parameter_name,Coat - hair texture / appearance - abdomen
