parameter_id,IMPC_OFD_016_001
gene_accession_id,MGI:95576
mouse_life_stage,Early adult
analysis_id,4bcr98zowr4ci7d
mouse_strain,C57BL
pvalue,0.5260007
gene_symbol,Fpgs
parameter_name,Center permanence time
