gene_symbol,Hnf4a
mouse_strain,C57BL
analysis_id,7700998g4r74e10
parameter_name,T cells - % of CD45+
gene_accession_id,MGI:109128
mouse_life_stage,Early adult
pvalue,0.1030503
parameter_id,MGP_BMI_019_001
