gene_symbol,Sass6
mouse_life_stage,E9.5
parameter_id,IMPC_CSD_008_001
mouse_strain,C57BL
pvalue,0.8159851
parameter_name,Coat - color pattern - back
gene_accession_id,MGI:1920026
analysis_id,daq9c13x9977084
