gene_symbol,Snap23
analysis_id,m1li9894gxn0jsi
parameter_id,MGP_IMM_079_001
pvalue,0.8692326
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:109356
parameter_name,KLRG1+ Treg cells - % of CD45+
mouse_strain,C57BL
