mouse_life_stage,Early adult
pvalue,0.6631058
analysis_id,961op8eu6xw56pp
parameter_id,HRWLLA_OFD_017_001
parameter_name,Center average speed
gene_accession_id,MGI:88174
gene_symbol,Bmi1
mouse_strain,C57BL
