gene_symbol,Ola1
parameter_name,Eosinophil number
mouse_strain,C57BL
mouse_life_stage,E18.5
analysis_id,h7788283u21o6ts
gene_accession_id,MGI:1914309
pvalue,0.9509965
parameter_id,MGP_PBI_040_001
