parameter_name,Periphery distance travelled
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Tbl1xr1
pvalue,0.7243304
parameter_id,JAX_OFD_010_001
gene_accession_id,MGI:2441730
analysis_id,fl4q921mz58k79u
