mouse_life_stage,Late adult
parameter_name,CD4+ alpha beta T cell percentage
mouse_strain,C57BL
analysis_id,d92l7s2jwcopch4
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
parameter_id,MGP_PBI_003_001
pvalue,0.8946953
