gene_symbol,Nanp
pvalue,0.4213407
mouse_strain,C57BL
gene_accession_id,MGI:1914561
parameter_id,M-G-P_014_001_009
parameter_name,lens
analysis_id,js41m5yru6855xp
mouse_life_stage,Early adult
