parameter_id,MGP_MLN_091_001
analysis_id,d9971wd655a4g77
gene_symbol,Hspa5
mouse_life_stage,E12.5
pvalue,0.6165867
mouse_strain,C57BL
gene_accession_id,MGI:95835
parameter_name,Effector NK cells - % of CD45+
